Semester,Question Number,Part,Points,Topic,Type,Question,Solution
Fall 2021,5,d.iii,0.6666666667,MDPs,Text,"Ena can be in one of three states: fit, partially fit, or injured. Ena can choose 3 actions: play, train or break. The discount factor is 1. When Ena is fully fit and decides to play the reward is +100. When Ena is fully fit and decides to trainthe reward is -10. When Ena is fully fit and decides to break there is no reward. When Ena is partially fit and decides to play the reward is +20. When Ena is partially fit and decides to train the reward is -10. When Ena is partially fit and decides to break the reward is -20.  When Ena is injured and decides to play the reward is -60. When Ena is injured and decides to train the reward is -30. When Ena is injured and decides to break the reward is 0. When Ena is fully fit and decides to play there is an 80% chance of remaining fully fit and 20% chance of getting injured. When Ena is fully fit and decides to train there is an 90% chance of remaining fully fit and a 10% chance of getting injured. When Ena is fully fit and decides to break there is an 50% chance of remaining fully fit and 50% chance of being partially fit. When Ena is partially fit and decided to play there is a 50% chance of remaining partially fit and 50% chance of getting injured. When Ena is partially fit and decided to train there is a 40% chance of remaining partially fit and 60% chance of getting fully fit. When Ena is partially fit and decided to break there is a 100% chance of remaining partially fit. When Ena is injured and decides to play there is a 100% chance of remaining injured. When Ena is injured and decides to train there is a 100% chance of reamining injured. When Ena is injured and decides to break there is a 50% chance of remaining injured and 50% chance of being partially fit. 
When Ena is injured, what is the inifinite horizon optimal policy?",break
Fall 2021,5,e,2,MDPs,Text,"Ena can be in one of three states: fit, partially fit, or injured. Ena can choose 3 actions: play, train or break. The discount factor is 1. When Ena is fully fit and decides to play the reward is +100. When Ena is fully fit and decides to trainthe reward is -10. When Ena is fully fit and decides to break there is no reward. When Ena is partially fit and decides to play the reward is +20. When Ena is partially fit and decides to train the reward is -10. When Ena is partially fit and decides to break the reward is -20.  When Ena is injured and decides to play the reward is -60. When Ena is injured and decides to train the reward is -30. When Ena is injured and decides to break the reward is 0. When Ena is fully fit and decides to play there is an 80% chance of remaining fully fit and 20% chance of getting injured. When Ena is fully fit and decides to train there is an 90% chance of remaining fully fit and a 10% chance of getting injured. When Ena is fully fit and decides to break there is an 50% chance of remaining fully fit and 50% chance of being partially fit. When Ena is partially fit and decided to play there is a 50% chance of remaining partially fit and 50% chance of getting injured. When Ena is partially fit and decided to train there is a 40% chance of remaining partially fit and 60% chance of getting fully fit. When Ena is partially fit and decided to break there is a 100% chance of remaining partially fit. When Ena is injured and decides to play there is a 100% chance of remaining injured. When Ena is injured and decides to train there is a 100% chance of reamining injured. When Ena is injured and decides to break there is a 50% chance of remaining injured and 50% chance of being partially fit. 
Is there any policy which maximizes the expected reward in the infinite horizon under which Ena should play if injured? Explain.",No. Both other actions have a negative reward and they both keep Ser in the injured state
Fall 2021,5,f,3,MDPs,Text,"Ena can be in one of three states: fit, partially fit, or injured. Ena can choose 3 actions: play, train or break. The discount factor is 1. When Ena is fully fit and decides to play the reward is +100. When Ena is fully fit and decides to trainthe reward is -10. When Ena is fully fit and decides to break there is no reward. When Ena is partially fit and decides to play the reward is +20. When Ena is partially fit and decides to train the reward is -10. When Ena is partially fit and decides to break the reward is -20.  When Ena is injured and decides to play the reward is -60. When Ena is injured and decides to train the reward is -30. When Ena is injured and decides to break the reward is 0. When Ena is fully fit and decides to play there is an 80% chance of remaining fully fit and 20% chance of getting injured. When Ena is fully fit and decides to train there is an 90% chance of remaining fully fit and a 10% chance of getting injured. When Ena is fully fit and decides to break there is an 50% chance of remaining fully fit and 50% chance of being partially fit. When Ena is partially fit and decided to play there is a 50% chance of remaining partially fit and 50% chance of getting injured. When Ena is partially fit and decided to train there is a 40% chance of remaining partially fit and 60% chance of getting fully fit. When Ena is partially fit and decided to break there is a 100% chance of remaining partially fit. When Ena is injured and decides to play there is a 100% chance of remaining injured. When Ena is injured and decides to train there is a 100% chance of reamining injured. When Ena is injured and decides to break there is a 50% chance of remaining injured and 50% chance of being partially fit. 
Djo Ko is another athlete who plays the same sport. Djo Ko has the exact same MDP
as Ena’s, except Djo’s team has forgotten the reward for playing when in the fully fit state. Djo’s team also remember that the horizon 2 best action to take in the
partially fit state is exactly the same as that for Ser Ena (determined in part b). Given this information, what are the range of possible values for R(fully fit, play) for Djo Ko? Assume discount of 1.","R(fully fit, play) > 32∗10/6 = 53.33."
Fall 2021,6,a,3,Neural Networks,Text,"A neural network takes in an input x = (x1, x2) and outputs $\hat{y}$ = a * x1 + b * x2.  The loss function is given as L(\hat{y}, y) = \left(y-\hat{y}\right)^2. Suppose $a_0$ and $b_0$ are the initial values of the weights, and $a_k$ and $b_k$ are the weights at iteration $k$.  Give equations for the updated weights $a_{k+1}$, $b_{k+1}$ in terms of current iteration's weights $a_{k}$, $b_{k}$, the step size parameter $\eta$, and the inputs $x_1$, $x_2$.","a_{k+1} = a_k − η*dL/da = a_k − 2η*[(a_k − 1)*x^2_1 + (b_k − 1)x_1*x_2]
b_{k+1} = b_k − η*dL/db = b_k − 2η*[(b_k − 1)*x^2_1 + (a_k − 1)x_1*x_2]
"
Fall 2021,6,b,2,Neural Networks,Image,"Years ago, MIT student Itu Nes learned about neural networks and how to train them, from taking 6.036. Now Itu is an engineer at Orange Computer, a hot tech company employing machine learning to revolutionize music. Looking back at her notes, Itu realizes that she once wrote down exactly what she now needs to do in her job, but unfortunately some key details are lost. Can you help her figure things out?
Specifically, Itu wants to train this simple single-node neural network:
The network accepts two inputs $x_{1}$ and $x_{2}$, and outputs a prediction $\hat{y}$ based on weights $a$ and $b$. Itu's dataset has points $(x, y)$ where $x=\left(x_{1}, x_{2}\right)$, and $y$ are the true labels. Itu employs the squared error loss function
$$
L(\hat{y}, y)=(y-\hat{y})^{2}
$$
In her notes, Itu wrote about using gradient descent to obtain the optimal weights for the network, by minimizing this loss. Moreover, for each run of the gradient descent, she used a single data point to train the weights. Afterwards, Itu learns that the true labels are $y=x_{1}+x_{2}$. 
Suppose $a_{0}$ and $b_{0}$ are the initisl values of the weights, and $a_{k}$ and $b_{k}$ are the weights at iteration $k$. Give equations for the updated weights $a_{k+1}, b_{k+1}$ in terms of current iteration's weights $a_{k}, b_{k}$, the step size parameter $\eta$, and the inputs $x_{1}, x_{2}$.",Latex
Fall 2021,6,c,2,Neural Networks,Image,"Years ago, MIT student Itu Nes learned about neural networks and how to train them, from taking 6.036. Now Itu is an engineer at Orange Computer, a hot tech company employing machine learning to revolutionize music. Looking back at her notes, Itu realizes that she once wrote down exactly what she now needs to do in her job, but unfortunately some key details are lost. Can you help her figure things out?
Specifically, Itu wants to train this simple single-node neural network:
The network accepts two inputs $x_{1}$ and $x_{2}$, and outputs a prediction $\hat{y}$ based on weights $a$ and $b$. Itu's dataset has points $(x, y)$ where $x=\left(x_{1}, x_{2}\right)$, and $y$ are the true labels. Itu employs the squared error loss function
$$
L(\hat{y}, y)=(y-\hat{y})^{2}
$$
In her notes, Itu wrote about using gradient descent to obtain the optimal weights for the network, by minimizing this loss. Moreover, for each run of the gradient descent, she used a single data point to train the weights. Afterwards, Itu learns that the true labels are $y=x_{1}+x_{2}$. 
Itu soes that when she fixed $x_{1}=1, x_{2}=1$ and ran 10 iterations of gradient descent starting with $a_{0}=2, b_{0}=2$, she recorded that the two weights oscillated back and forth, as captured in this plot pasted into her notebook:

Note that in this plot, the $a$ and $b$ points lay on top of each other. Unfortunately, Itu forgot to write down her code, nor did she write down what value of $\eta$ may have been used to generate this plot. Help her figure out: was this plot a mistake (and explain why), or if not, what value of $\eta$ could have generated it?","This oscillation happens when $\eta=1 / 2$, because $d L / d a=d L / d b=-4$"
Fall 2021,6,d,3,Neural Networks,Image,"Years ago, MIT student Itu Nes learned about neural networks and how to train them, from taking 6.036. Now Itu is an engineer at Orange Computer, a hot tech company employing machine learning to revolutionize music. Looking back at her notes, Itu realizes that she once wrote down exactly what she now needs to do in her job, but unfortunately some key details are lost. Can you help her figure things out?
Specifically, Itu wants to train this simple single-node neural network:
The network accepts two inputs $x_{1}$ and $x_{2}$, and outputs a prediction $\hat{y}$ based on weights $a$ and $b$. Itu's dataset has points $(x, y)$ where $x=\left(x_{1}, x_{2}\right)$, and $y$ are the true labels. Itu employs the squared error loss function
$$
L(\hat{y}, y)=(y-\hat{y})^{2}
$$
In her notes, Itu wrote about using gradient descent to obtain the optimal weights for the network, by minimizing this loss. Moreover, for each run of the gradient descent, she used a single data point to train the weights. Afterwards, Itu learns that the true labels are $y=x_{1}+x_{2}$. 
Itu sees that when she fixed $x_{1}=1, x_{2}=1$ and $\operatorname{ran} 10$ iterations of gradient descent starting with $a_{0}=2, b_{0}=0$, she recorded that the two weights remained unchanged, as captured in this plot pasted into her notebook:

Again: was this plot a mistake (and explain why), or if not, what value of $\eta$ could have generated it?","Any $\eta$, e.g. $\eta=5$, because $d L / d a=0$ and $d L / d b=0$ for these parameters. Alternatively $\eta=0$ will also leave $a$ and $b$ at their initial values."
Fall 2021,6,e,2,Neural Networks,Image,"Years ago, MIT student Itu Nes learned about neural networks and how to train them, from taking 6.036. Now Itu is an engineer at Orange Computer, a hot tech company employing machine learning to revolutionize music. Looking back at her notes, Itu realizes that she once wrote down exactly what she now needs to do in her job, but unfortunately some key details are lost. Can you help her figure things out?
Specifically, Itu wants to train this simple single-node neural network:
The network accepts two inputs $x_{1}$ and $x_{2}$, and outputs a prediction $\hat{y}$ based on weights $a$ and $b$. Itu's dataset has points $(x, y)$ where $x=\left(x_{1}, x_{2}\right)$, and $y$ are the true labels. Itu employs the squared error loss function
$$
L(\hat{y}, y)=(y-\hat{y})^{2}
$$
In her notes, Itu wrote about using gradient descent to obtain the optimal weights for the network, by minimizing this loss. Moreover, for each run of the gradient descent, she used a single data point to train the weights. Afterwards, Itu learns that the true labels are $y=x_{1}+x_{2}$. 
Itu sees that when she fixed $x_{1}$ and $x_{2}$ and ran 10 iterations of gradient descent with $\eta=0.01$ starting with $a_{0}=b_{0}=2$, she recorded that $b$ stayed unchanged, but $a$ decayed to 1 , as captured in this plot pasted into her notebook:

Again: was this plot a mistake (and explain why), or if not, what values of $x_{1}, x_{2}$ could have generated it?","Resulted from choosing $x_{1}=4 \cdot x_{2}=0$ (other nonzero, positive values of $x_{1}$ also work $)$"
Fall 2021,7,a.i,1,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). Specifically, the input $X$ is a $4 \times 1$ column vector, $\hat{y}$ is a $1\times 1$ scalar. $W^2$ is a $3 \times 1$ vector. We also know that, $Z^1 = (W^1)^T X$ and $Z^2 = (W^2)^T A^1$. What are the dimensions of the matrix $W^1$?",4x3
Fall 2021,7,a.ii,1,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). Specifically, the input $X$ is a $4 \times 1$ column vector, $\hat{y}$ is a $1\times 1$ scalar. $W^2$ is a $3 \times 1$ vector. We also know that, $Z^1 = (W^1)^T X$ and $Z^2 = (W^2)^T A^1$. What are the dimensions of $Z^2$?",1x1
Fall 2021,7,b.i,1,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). There is only one data point which is: $X = [1, 1, 1, 1]^T$ and $y = [1]$. If $W^1$ and $W^2$ are both matrices/vectors of all ones, what is the resulting Loss where the Loss = (y - \hat{y})^2$?",121
Fall 2021,7,b.ii,1,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). There is only one data point which is: $X = [1, 1, 1, 1]^T$ and $y = [1]$. If $W^1$ is a matrix of all $-1$’s (all negative ones) and $W^2$ is a vector of all $1$’s (positive ones), what is the resulting Loss where the Loss = (y - \hat{y})^2$?",1
Fall 2021,7,c.i,2,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). Determine the expression for $\frac{\partial L}{\partial W^1}$. You may leave your expression in terms of $X, y, \hat{y}, W^2$ and $\frac{\partial A^1}{\partial Z^1}$.",∂L/∂W^1 = −2X(∂A^1/∂Z^1*W2*(y − yˆ))^T
Fall 2021,7,c.ii,2,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). Specifically, the input $X$ is a $4 \times 1$ column vector, $\hat{y}$ is a $1\times 1$ scalar. $W^2$ is a $3 \times 1$ vector. We also know that, $Z^1 = (W^1)^T X$ and $Z^2 = (W^2)^T A^1$. What are the dimensions of $\frac{\partial L}{\partial W^1}$",4x3
Fall 2021,7,d.i,1,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). We now use back-propagation to update the weights during each iteration. Assume that we only have one data point (X, y) available to use, and the stepsize
parameter is 0.01. Assume $X = [1, 1, 1, 1]^T, y = [1]$. Further assume that we start with $W^1$ as a matrix of $-1$’s (negative ones) while $W^2$ is a vector of $1$’s (positive ones). How many components of $W^1$ will get updated (i.e. have their value changed) after one iteration of backprop?",zero Components
Fall 2021,7,d.ii,1,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). We now use back-propagation to update the weights during each iteration. Assume that we only have one data point (X, y) available to use, and the stepsize
parameter is 0.01. Assume $X = [0, 0, 0, 0]^T, y = [0]$. Further assume that we start off with $W^1$ and $W^2$ as matrices/vectors of all ones. How many components of $W^1$ will get updated (i.e. have their value changed) after one iteration of back-propagation?",Zero Components
Fall 2021,7,d.iii,1,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). We now use back-propagation to update the weights during each iteration. Assume that we only have one data point (X, y) available to use, and the stepsize
parameter is 0.01. Assume $X = [1, 1, 1, 1]^T, y = [1]$. Further assume that we start off with $W^1$ and $W^2$ as matrices/vectors of all ones. How many components of $W^1$ will get updated (i.e. have their value changed) after one iteration of backprop?",All components (12)
Fall 2021,7,d.iv,1,Neural Networks,Text,"A neural network is given as Z1 = X * W1, A1 = f1(Z1), Z2 = W2 * A1, \hat{y} = f2(Z2). We now use back-propagation to update the weights during each iteration. Assume that we only have one data point (X, y) available to use, and the stepsize
parameter is 0.01. Assume $X = [1, 1, 1, 1]^T, y = [1]$. Further assume that we start off with $W^1$ as a matrix of all ones. \textbf{$W^2 = [0, 1, 0]^T$}. How many components of $W^1$ will get updated (i.e. have their value changed) after one iteration of backprop?",4 components
Fall 2021,8,a.i,0.1666666667,CNNs,Text,"MIT grad student Rec Urrent would like to submit an entry to win this year’s
Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel 3 × 3 images of 2D tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one 2 × 2 filter. Let’s help Rec win this competition.
What are the dimensions of the output image if a 2x2 filter is convolved with a 3x3 image for padding of 0 and stride of 1?",2x2
Fall 2021,8,a.ii,0.1666666667,CNNs,Text,"MIT grad student Rec Urrent would like to submit an entry to win this year’s
Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel 3 × 3 images of 2D tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one 2 × 2 filter. Let’s help Rec win this competition.
What are the dimensions of the output image if a 2x2 filter is convolved with a 3x3 image for padding of 1 and stride of 1?",4x4
Fall 2021,8,a.iii,0.1666666667,CNNs,Text,"MIT grad student Rec Urrent would like to submit an entry to win this year’s
Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel 3 × 3 images of 2D tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one 2 × 2 filter. Let’s help Rec win this competition.
What are the dimensions of the output image if a 2x2 filter is convolved with a 3x3 image for padding of 2 and stride of 1?",6x6
Fall 2021,8,a.iv,0.1666666667,CNNs,Text,"MIT grad student Rec Urrent would like to submit an entry to win this year’s
Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel 3 × 3 images of 2D tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one 2 × 2 filter. Let’s help Rec win this competition.
What are the dimensions of the output image if a 2x2 filter is convolved with a 3x3 image for padding of 0 and stride of 2?",1x1
Fall 2021,8,a.v,0.1666666667,CNNs,Text,"MIT grad student Rec Urrent would like to submit an entry to win this year’s
Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel 3 × 3 images of 2D tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one 2 × 2 filter. Let’s help Rec win this competition.
What are the dimensions of the output image if a 2x2 filter is convolved with a 3x3 image for padding of 1 and stride of 2?",2x2
Fall 2021,8,a.vi,0.1666666667,CNNs,Text,"MIT grad student Rec Urrent would like to submit an entry to win this year’s
Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel 3 × 3 images of 2D tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one 2 × 2 filter. Let’s help Rec win this competition.
What are the dimensions of the output image if a 2x2 filter is convolved with a 3x3 image for padding of 2 and stride of 2?",3x3
Fall 2021,8,b.i,0.5,CNNs,Text,When performing binary classification what activation function should one use in the final output layer?,sigmoid
Fall 2021,8,b.ii,0.5,CNNs,Text,When performing binary classification what loss function should one use?,negative log likelihood loss
Fall 2021,8,ci,0.5,CNNs,Text,"If Rec wants to allow for more than two classes when performing classification, which activation function should they use in the final output layer?",softmax
Fall 2021,8,cii,0.5,CNNs,Text,"If Rec wants to allow for more than two classes when performing classification, what loss function should one use?",cross entropy
Fall 2021,8,d.i,0.25,CNNs,Text,w is the weights for classifier network. What are dimensions of w for binary classification?,"w = [1,1]"
Fall 2021,8,d.ii,0.25,CNNs,Text,b is the bias for classifier network. What are dimensions of b for binary classification?,b = 1
Fall 2021,8,d.iii,0.25,CNNs,Text,w is the weights for classifier network. What are dimensions of w for k-class classification?,"w = [1, k]"
Fall 2021,8,d.iv,0.25,CNNs,Text,b is the bias for classifier network. What are dimensions of b for multi k-class classification?,b = k
Fall 2021,8,e,2,CNNs,Image,"MIT grad student Rec Urrent would like to submit an entry to win this year's Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel $3 \times 3$ images of $2 \mathrm{D}$ tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one $2 \times 2$ filter. Let's help Rec win this competition. 
What are the spatial dimensions of the output image if a $2 \times 2$ filter is convolved with a $3 \times 3$ image for paddings of 0,1 , and 2 , and strides of 1 and 2 ? Fill in the dimensions below:",$2 \times 2-4 \times 4-6 \times 6$
Fall 2021,8,f,1,CNNs,Image,"MIT grad student Rec Urrent would like to submit an entry to win this year's Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel $3 \times 3$ images of $2 \mathrm{D}$ tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one $2 \times 2$ filter. Let's help Rec win this competition. 
 Rec writes a bit of python code to implement their tiny CNN classifier for images of 2D tetris pieces, following examples they have seen in $6.036$. They include in the comments the dimensions of the numpy arrays, where known.

For performing binary classification, what activation function should Rec use for $f$ inal_act and which loss function should Rec use?","Sigmoid + Negative Log Likelihood Loss
"
Fall 2021,8,g,1,CNNs,Image,"MIT grad student Rec Urrent would like to submit an entry to win this year's Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel $3 \times 3$ images of $2 \mathrm{D}$ tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one $2 \times 2$ filter. Let's help Rec win this competition. 
If Rec wants to allow for more than two classes, which activation function should they use for final_act and which loss function?",Softmax + Cross Entropy
Fall 2021,8,h,1,CNNs,Image,"MIT grad student Rec Urrent would like to submit an entry to win this year's Grand ML Tetris Competition, which gives awards to the smallest neural networks which can identify tetris pieces with the highest accuracy. Rec seeks to make a convolutional neural network that can accurately classify single-channel $3 \times 3$ images of $2 \mathrm{D}$ tetris pieces as being either a line-shaped piece, or a corner-shaped piece, using just one $2 \times 2$ filter. Let's help Rec win this competition. 
What are dimensions of $w$ and $\mathrm{b}$ for i) binary classification vs. ii) $k$-class classification?","For binary classification $u$ is: $[1,1] \quad$ and $b$ is: $[1]$
For $k$-class classification $u$ is: $[1, \mathrm{k}] \quad$ and $\mathrm{b}$ is: $[\mathrm{k}]$"
Fall 2021,8,i,1,CNNs,Text,"Write an expression for the derivative of the binary classification loss with respect to z2, where z = conv2d(x , fcoef , padding =0 , stride =1), a = ReLU( z ), a_sum = z1.sum( dim = -1).sum( dim = -1), z2 = w.T @ a_sum + b
You may express your answer using g for the output of final act and y for the example label.",g-y
Fall 2021,8,j.i,0.5,CNNs,Text,"Using ∂L/∂b = (g − y), z = conv2d(x , fcoef , padding =0 , stride =1), a = ReLU( z )
a_sum = z1.sum( dim = -1).sum( dim = -1), z2 = w.T @ a_sum + b, write an expression for gradient of the loss with respect to w of the output layer when the loss is negative log likelihood of predicted output g and actual output y? You may express your answers in terms of a_sum.",dl/dw = z1_sum(g-y)
Fall 2021,8,j.ii,0.5,CNNs,Text,"Using ∂L/∂b = (g − y), z = conv2d(x , fcoef , padding =0 , stride =1), a = ReLU( z )
a_sum = z1.sum( dim = -1).sum( dim = -1), z2 = w.T @ a_sum + b, write an expression for gradient of the loss with respect to b of the output layer when the loss is negative log likelihood of predicted output g and actual output y? You may express your answers in terms of a_sum.",dl/db = z1_sum(g-y)
Fall 2021,8,k,1,CNNs,Image,"Assume we apply a filter with weights $[[f 1, f 2],[f 3, f 4]]$ to this $3 \times 3$ image:
with stride 1 and padding 0 and perform back propagation. Which filter weights may have non-zero gradients? Why? Under what conditions will those gradients be non-zero?",$\mathrm{f} 1$ and $\mathrm{f} 3$ are the only weights that will receive gradients because only those weights get multiplied by non-zero features. The gradients to those weights will be non-zero if $2 *(f 1+f 3)>0$ because of the ReLU activation function.
